airline,airport,Arrival,Departure,yearly_passengers,hub_type
Southwest,PBI,2.495912582775869,2.583696054926961,3053722,Medium
Southwest,PDX,1.6666177867526126,1.9373688848683692,8685344,Large
Southwest,PHL,1.8406607224974223,2.3319444065008144,12363030,Large
Southwest,PHX,1.412500734618079,1.6020016598440427,20146404,Large
Southwest,PIT,1.7540929091862174,1.9600812600058608,4246005,Medium
Southwest,PNS,2.6842651020525627,2.9746348788725987,850292,Small
Southwest,PVD,2.4855810928727884,2.336002844504687,1887188,Medium
Southwest,PWM,2.6548200402707893,2.784722120792761,925958,Small
Southwest,RDU,1.6052763563725436,2.021466474605322,5582857,Medium
Southwest,RIC,2.576352541898066,2.8355910298600264,1838806,Medium
Southwest,RNO,1.8552807823579465,2.0552393841195,1947053,Medium
Southwest,ROC,2.5594750325519935,2.6370660724178516,1200800,Small
Southwest,RSW,1.7991907618598055,2.206889082066393,4209004,Medium
Southwest,SAN,1.1169162876038818,1.4679764900020298,10577561,Large
Southwest,SAT,1.3568440805140856,1.929899471495764,4298244,Medium
Southwest,SDF,2.441170283146619,2.741627201795646,1716039,Small
Southwest,SEA,1.5414505487416619,1.9965294431798053,17885508,Large
Southwest,SFO,1.297283469665379,2.10396050592932,19436599,Large
Southwest,SJC,1.5408424390962936,2.2781932792578203,5534751,Medium
Southwest,SLC,1.8784288290914128,1.747575790705369,11120731,Large
Southwest,SMF,1.3467718929286034,1.698454891363982,5206732,Medium
Southwest,SNA,1.9124346179393732,1.9590597979334088,4997816,Medium
Southwest,STL,2.3965596208179885,2.784015970858906,7318250,Large
Southwest,TPA,1.3011611993466468,1.375168846198254,9104125,Large
Southwest,TUL,2.4100417147759945,2.6398011545990707,1408059,Small
Southwest,TUS,2.1087504667229053,2.2037008884975164,1685121,Small
