airport,x,y
TS72,367052.36785548634,-1397449.6697439821
74XA,364146.8832360461,-1395070.4562845565
6TE6,-32262.42523510903,-1260744.583417364
1TX2,-13940.719697211774,-1252613.0019819187
1TX3,-50525.786259246386,-1284736.0265176657
2TS2,229269.69624906412,-2081660.5183863353
XA41,72826.48976796903,-1623723.6130406847
8TE9,414806.5514081174,-1664982.5662986217
1TX8,-192015.81076831065,-1178016.4953346124
10TE,243688.49469415902,-1696397.6713719862
32TA,250114.91488101712,-1693453.6391006673
15F,26427.60828442366,-1310693.62234103
0TS2,250603.2980424882,-1333671.465351671
1TX9,455453.85958162736,-1359112.435687
16TE,450764.8231077984,-1352730.7267864377
LHB,324770.2104711392,-1560644.464306105
1TE5,327008.5549846289,-1566717.7489236908
TS69,133573.36394688598,-1939014.4737090503
03TE,132816.43892043617,-1938354.289058499
TA78,184059.7857425286,-1443428.4003883335
4TX9,191558.14021278048,-1438681.51965569
1X1,-2280.8172977331246,-987991.5718696287
15TE,564557.5392534646,-1686275.4984890332
9XS1,289726.6558692421,-1455484.312938838
INJ,275185.8477632225,-1428560.0166035953
0TE4,363013.2953288668,-1535996.0581356422
37TE,487836.0552812579,-1719695.3586532027
06TX,406256.8894967748,-1647030.4275385712
4TA5,125638.11875859194,-1236593.632455094
HDO,80492.6795551435,-1733434.4742525262
TE57,85761.56093563311,-1723943.9524764111
21TA,428584.10172328126,-1660221.785007331
TA45,422607.5495959382,-1671169.116410126
0TA5,452873.520134725,-1693548.6452490692
T51,420445.24580673774,-1647963.8228973844
1TA9,445048.08246292616,-1681729.3189912243
10TA,424764.8771847103,-1675414.9894250236
EFD,472014.3068261325,-1693312.7784281806
80TA,443236.6319120295,-1674556.7553378092
97TA,434940.20446083316,-1660114.4509418253
XS26,439826.80094261427,-1681849.569810299
TS82,451516.17438525567,-1678073.8926903124
TS83,447430.9178893345,-1685313.90288924
0TS3,421891.6107276521,-1672768.8072096037
3TS8,459525.2914964971,-1673899.8096258407
4TS2,436948.506390961,-1667616.6774031438
4TS4,449707.40969505324,-1653909.2425014996
4TS0,451146.47142555343,-1678277.6768839424
72TX,478866.6809414225,-1697908.2153485774
IWS,420981.28714419407,-1672732.0877036406
9TA9,446469.8090589057,-1667669.687624184
TX86,448121.8431222497,-1683222.7184051566
9TX0,456145.07240672596,-1688606.0742268998
31TE,441034.7169489111,-1682215.8495531539
38TS,428335.19006448035,-1660453.2840802372
39TS,424754.3428512736,-1665756.1259682835
XA13,442293.5436790223,-1678891.6500798033
XA76,443334.6500110411,-1681574.9243389
CXO,443325.05035521067,-1612476.666438525
DWH,431444.8645789814,-1645307.6225494887
1TE8,320464.1166376241,-1264721.739290475
1TS2,306329.7001585886,-1456120.251934214
6XS1,458523.4678759715,-1651288.2671239157
4TA6,59882.961542452984,-1660501.428946946
8TA8,523607.3376542408,-1517609.9089252
TE03,427840.0391967217,-1575184.0920686931
UTS,424793.08925823984,-1569961.7698068155
0TE2,266596.3057134896,-1348897.454780076
13XA,205524.01170184958,-1445153.863128034
79TX,203885.7758719718,-1450816.915577392
XA21,285665.53162608977,-1337585.3380146446
4XA7,286023.63822736265,-1336445.0278444386
19XA,285411.50333470455,-1345130.0623087161
21F,173335.06894051094,-1304833.6114244289
TS02,165688.8839200359,-1316977.6704155852
TA59,160216.31386673692,-1319332.317014908
55TT,168839.41220088094,-1283482.6104382765
JSO,454351.17573948106,-1444244.0345897628
98XS,199611.64720072647,-1610524.0037760306
JAS,573033.8064453508,-1545690.250927937
TS62,-48457.86116483687,-1309638.0943024862
22F,-53177.66432937072,-1306398.4127008682
24F,535252.7497849283,-1342373.3361875166
6F7,530043.1850219617,-1333552.3156867188
4TS6,429018.37828814366,-1663234.1116940542
40TA,361505.1115204265,-1510404.7836578342
8TX0,369192.5687346273,-1497302.8682583827
XS32,366625.9050560918,-1506620.8893510706
0TE7,133437.87740359135,-1634361.074470415
2XS1,164465.1198745289,-1637443.047901618
XA02,152379.95401669998,-1630907.26345582
TE14,197253.4608701578,-1616609.9330974992
2TX7,243863.1132795006,-1317742.6478415525
0TS1,255420.64300718158,-1316920.9709856953
XA0,254562.8745587789,-1311477.449711249
05TS,247267.7884353529,-1313795.7330037518
2TE6,191725.2865991333,-1783585.4234305972
6XS0,406703.63066314295,-1671725.148397755
70TS,410293.5408668358,-1676736.7212883339
28XS,345965.06407378236,-1363638.5955414174
TA46,339173.48107579054,-1373149.2980485442
0TA4,351742.4125988749,-1379773.5694174971
XA42,341381.2687151913,-1393741.7442542368
8TS6,346699.50627028116,-1376087.7958954282
TX67,254891.39649436274,-1398596.3517777263
64TE,64288.21977882878,-1645400.6166675931
41TE,86038.60632013713,-1660731.8188270903
XA43,77144.20293161197,-1672964.8276494436
60TE,82414.78502297062,-1647195.2372822422
ERV,88881.43628412494,-1665291.3227454063
4TX6,489025.12449698686,-1382068.42454576
96TA,484628.6346728998,-1386687.5864496497
67TE,211706.04738661455,-1555737.3213726026
69TS,215505.40917813135,-1550211.0738264658
92TS,210732.80722905023,-1537688.0862984082
ILE,221938.4224782871,-1540429.6622812955
85TE,213419.57147024316,-1700820.1855908707
TS18,146698.13135112263,-1589730.0404540554
54TX,142166.3557114978,-1587263.3316622202
XA72,253279.61306520202,-1297265.341339525
85XA,251150.26160252304,-1293723.7223089724
01XA,208490.04345258183,-1659811.0401202352
79TE,205161.30267761616,-1868281.2360243602
RYW,196122.0034792386,-1605903.5104147035
3T5,296501.35615336284,-1668121.0491436333
9TE6,311017.7980693381,-1666613.838382844
58TS,249264.60611140044,-1460976.6387954885
TX82,248933.7074197646,-1453720.3784290606
T89,-360705.4995846636,-1735208.1919172371
30F,279484.62173678615,-1312501.9555803903
5TX0,275861.46895081096,-1307971.9381575936
72TE,776.0241868605691,-1786686.5290916706
TE32,51886.64887102834,-1959263.603413337
28XA,51923.02979755734,-1926504.0004366795
XA22,52122.6666490701,-1934501.119193789
LRD,53739.284895538,-1933365.3556715045
0TE5,81325.68844119963,-1945286.5197231553
8TS3,432506.9626959033,-1498440.4649393817
47TE,344449.3337875221,-1782785.1285853707
6TA3,308180.6191515623,-1356826.3672634526
T95,477640.96142728825,-1706139.8033743664
XA31,20684.337681352517,-1683347.6475698608
7TE4,15125.13704378037,-1707604.6474996845
57TE,21088.044697599646,-1669905.1080623537
XS12,191107.23422705667,-1586206.0565942435
9TX4,201384.58536813981,-1588005.1696389096
91TE,205897.19590302504,-1580854.5923707567
5TX8,526393.472756232,-1311055.3107260638
7T0,258849.57002896347,-1262030.4008469246
LIU,-221167.07376927763,-1226595.5402178697
15XS,456322.9935006504,-1724481.7711486062
00R,479852.04478688206,-1573710.3916186157
44TS,112575.65137409476,-1598719.5568301377
45TS,114980.15007392074,-1598043.2123707654
XS00,120725.32340319878,-1592036.6770539542
31XA,135067.16426147695,-1564463.1422541605
AQO,129035.05732692522,-1575690.6642151368
92TA,260289.2096671146,-2085993.314416002
63XA,286957.1777772504,-1524092.9771812775
T26,353158.61466907174,-1754143.580930071
95TS,141239.46641330756,-1305136.8087321997
F82,-168940.79934914818,-1276608.245700137
74TS,-176751.900093374,-1266476.1349043264
XA06,-185219.1217347062,-1277326.5008200358
TS66,-175929.18204204735,-1266153.769021824
47XS,-166376.6925144768,-1277910.356010679
TA79,-176242.58108216463,-1264834.032991575
8XS8,-190144.0121916081,-1263845.5326191378
XA25,-178304.3230198778,-1263113.9120102092
0XA6,-180753.30742481363,-1280086.5818668432
TE84,241121.8303969252,-1497992.3931692664
XS57,247850.90852808102,-1497771.1313277371
TE66,314844.71023921744,-1302043.3208888962
TS63,321125.2584897271,-1298253.8855954194
T31,304661.7264727491,-1303051.0861799307
6XA7,310079.1840277898,-1301525.6263154962
61XA,308490.37542124867,-1299480.2704387903
2E7,-49798.346694757944,-1083037.7241390913
51R,388965.5098716987,-1553379.8272606395
47TS,391643.00708564545,-1538319.3904752831
2TS4,381672.62549607997,-1418054.8418886438
XS55,290723.0854298377,-1445082.4678108355
TX58,265418.6833844479,-1373238.648379735
TE45,239201.13803801854,-1386991.9227528353
8TS5,248351.12769169253,-1386931.0716155362
TX87,144958.19303809488,-1779577.1368479438
52TE,46673.55186306743,-1606058.928151922
JCT,22932.582426456338,-1606791.2095131942
18TA,24893.49641915656,-1648121.1883414497
39XS,21176.01735182474,-1608205.3580870521
TS21,-104386.59893590376,-1321852.557536516
3TX3,250936.4378358118,-1314757.3887204763
16X,247435.78048712545,-1319177.2565319801
7XA2,245769.2110234767,-1311673.3266280254
3T6,253018.02131538116,-1313137.367495772
3TX7,246065.11239210772,-1312555.095799251
4TX2,259480.17289897456,-1331391.3264955888
7TX4,255573.9917972348,-1331516.7830052392
6TS1,184669.53704029965,-1531174.1603725918
2R9,210024.59955758372,-1790069.7072627947
4XA2,219953.3867562519,-1793626.605007719
62TE,208781.79571268943,-1787451.5815926841
63TE,458229.13041900744,-1501102.5654465007
4TX4,264475.9139004956,-1368722.0097958802
XS44,-404187.04014292493,-1541326.0372353338
4TX5,353902.85459697427,-1409338.870492549
4XA8,-293757.38503641816,-1453748.5465042891
5TE4,-214307.4361840371,-940321.9335146861
20TX,82442.94734985089,-1657975.816536001
TA73,80829.76334243473,-1665593.7915892692
44TE,152591.3267374066,-1586405.7321717967
NQI,218708.74444759352,-1935160.8670895863
IKG,196406.43431018994,-1930594.0416362844
T12,586150.1240125863,-1571237.7716195965
5XA0,-61965.84206943098,-1524433.4813377336
F75,17487.752780796003,-1283432.1437997192
4TX7,12568.353667461275,-1285500.4469321917
45R,555166.70605315,-1607679.7697544757
6TX4,-142352.25760030784,-1181969.166523721
29F,-162123.2808666878,-1176110.2510382163
4TX8,259490.62767852918,-1300188.7489935253
2TX8,244751.91052216146,-1294075.3109049546
TA47,257352.50942633193,-1294429.2632424193
E58,247802.09585174115,-1294171.0052886696
0TA0,489950.4111492979,-1715734.8683095002
LUV,-180535.7840867084,-1356837.2123624673
9TE3,-181941.1233318872,-1376537.104319009
XA77,-167315.5949125524,-1357973.859369616
LZZ,173046.0738311127,-1539348.3678969508
TE48,187859.95059224873,-1545793.3305363946
69TE,169515.07067476885,-1559283.0339534194
LNC,309319.93510838604,-1372692.7615001297
48TE,-152703.38694819625,-1659487.9630014652
2TE8,-173931.12228053724,-1682612.1374441106
T41,480889.5945622634,-1685976.056379758
42TA,479349.5531317741,-1682520.1964090148
TE83,24004.05567430818,-1782056.8414517655
49R,23325.461555771937,-1691208.859615552
0TS4,310918.9058030259,-1647308.827531816
5TX2,352779.55119590176,-1277381.2721722238
TE06,343645.60232543363,-1282549.7586249756
6TA2,339452.4573529358,-1283511.0781388283
LLN,-220881.26136304517,-1267724.4798743334
XA59,280617.44429032813,-1322124.6998223984
TA21,270038.7383822715,-1325355.9529828473
TA75,279589.03618719964,-1615327.9577657403
TE75,293208.6386741142,-1612562.0753453553
T78,514102.3543079394,-1638882.1589445556
50R,226450.85103842826,-1676649.8746131416
2XA5,224739.68445571852,-1681839.819776045
7TE3,146837.46029227023,-1525799.0795579636
XA44,150906.19350742357,-1522124.8084256575
9XS7,379060.21088323207,-1328812.1198336165
3TS0,499570.8455115353,-1370805.6703588725
2XA7,492785.2766125354,-1359421.379941198
3XS6,496718.63801411516,-1371903.4197591187
59XA,496120.393844915,-1364387.3047379612
GGG,499257.4993302611,-1384616.3431832343
6TX3,496676.63794977136,-1368203.2928331383
LBB,-169260.8260850428,-1256692.0105488796
XA63,319087.04297898366,-1315509.0151493538
LFK,502424.8883969248,-1511742.077416812
2TA1,507132.94282608293,-1494172.9468575523
XA14,502405.8235284705,-1500413.5214369008
TX49,506914.61668593885,-1505088.8603377265
29XA,228712.340249161,-1696116.3490368254
18XS,-95936.99366023146,-1242821.6245509235
MFE,178187.07418528103,-2082010.5655443657
E48,-213323.35916793506,-1536313.406759346
19TA,336618.92946443876,-1344512.5276243964
0XA9,273748.0048851562,-1375126.1225483909
6TX7,270523.9918867884,-1378507.739508677
6TX8,263345.53998397046,-1376717.1202563148
3T2,456322.5010869863,-1708330.5636284507
92TE,-284949.8521528623,-1662022.009664395
5TE5,-313000.769706954,-1627919.0137988327
48XS,-320154.4709734037,-1665201.844183826
6TX9,-271479.9061192726,-1674814.7032138312
09TS,-308864.6080278045,-1714589.3172625122
TA64,-306853.6824684505,-1690589.0851887008
93TE,-282993.0188202828,-1679430.5155959784
86TA,164233.88357694377,-1594000.6879381756
XS03,166063.2712336127,-1608461.495428585
5TE1,-384589.89832252986,-1694131.5351209904
MRF,-388369.5222105898,-1613250.851682015
TS15,-414115.7990939903,-1664752.3578714437
1TE4,179847.99365509345,-1716871.9682406185
XS07,387022.2976600459,-1770097.6657763475
T15,301046.604999038,-1509774.1039946198
TA23,362121.4774902628,-1516088.4251204093
ASL,536417.3997079729,-1367105.7170495694
TE15,35363.15133755266,-1564832.0842869182
XA92,-9848.448976450754,-1567219.7359878707
4TE6,209660.83830209143,-1457570.3778647592
0TS8,214139.80680029123,-2084017.328934455
5XS6,214928.82069604273,-2081254.991961936
31XS,348838.0622167746,-1303980.533528501
03XS,-72115.73007173793,-1517453.5916198145
TA94,323861.61552489194,-1357333.6193695122
2TA2,319495.6532641283,-1349984.7459121973
TS64,323611.3881659446,-1357651.0952374358
HQZ,326264.8587609376,-1353283.2340522977
7TX3,322970.41647902346,-1348454.503450696
11TS,341880.0151711816,-1473106.7349652138
LXY,332131.9362714407,-1475361.5713793973
TE50,287302.6778709444,-1418236.8460213563
XS18,364987.0607864699,-1612811.4663969984
TE34,190648.15366785455,-1355905.8673025868
3F9,422385.22843459714,-1356592.443619959
TX62,429361.2449779205,-1361008.1610190591
XA46,427615.9382925777,-1354437.7609737476
JDD,423409.2784858011,-1349282.5853046614
MWL,182393.81231285515,-1353998.441901696
88TS,183047.68991542896,-1348248.2884728035
0TS7,176159.38585124453,-1348402.2253330534
XA26,174274.23427220638,-1352275.4669918737
TX34,189371.3512944041,-1346498.1670288336
TX36,228691.09378982612,-1432511.1860641385
43TA,225201.2699259314,-1436562.0186016376
84TE,233197.0886908306,-1440436.3020440221
F85,-254059.15083760116,-1246934.2732811044
84XS,58251.167000618276,-1634868.2777528237
XS20,68116.25171031943,-1645921.7630578065
87TA,70808.4161216814,-1642040.138332358
XS23,51326.25016795074,-1649073.3141524047
4TS5,48632.19092305749,-1638577.9161799117
XA78,273053.37990995863,-1276092.1775576894
2TS1,470263.6519633715,-1298665.2785943763
XS70,465625.2144540224,-1302801.2849392912
OSA,471560.6767123324,-1307295.6787857572
99TS,497145.3309258779,-1294514.1017857443
3XA5,479424.7809310805,-1699166.826265728
60R,375854.5052712721,-1614263.9161424641
7TA1,379124.49562312546,-1611361.6253957073
XS25,421997.2603528799,-1720524.476600721
87TE,403875.333804636,-1713989.4063455479
TE67,182638.82616835137,-1724142.3463816587
TE86,184453.93506020436,-1722414.5490413299
BAZ,190696.2453359227,-1693473.9944188374
9TA1,181579.33383971974,-1698876.7178380617
5TS8,168166.03978677338,-1682618.469146928
ODO,-226694.0125839071,-1447985.1802128342
32XA,-225679.41931268838,-1456324.3880599607
13TS,107215.86649316651,-1942643.875553693
7TX9,518845.6135486827,-1275324.3555366949
ONY,110277.03903728267,-1292342.4360639923
08XS,414025.9262201739,-1751431.409085463
ORG,600738.7848311672,-1634157.7149331784
XS33,594916.4762037634,-1635238.4925985571
NOG,194438.64949795083,-1892592.9517967566
TA56,184342.60325219372,-1875230.1837077327
TA97,392981.9955442352,-1694028.662372458
4TS3,416252.5089705253,-1461384.171731561
T13,312719.91019786766,-1383650.2478590016
3XA4,164721.76098712382,-2075288.0044972803
TA65,142989.31226186818,-1350412.4936692438
TX13,-93052.7366301827,-1011437.5815530755
PPA,-90321.25395972376,-1042094.3474101615
3TE5,-126059.3786664626,-1072887.9580457916
T45,-124180.65207448782,-1069473.016670065
4XS2,212254.68047893245,-1310235.2467262717
39TA,403889.1789321328,-1249430.3122469059
XS30,420285.9471079601,-1253841.302123097
89XS,458027.2131259664,-1696521.5058822825
66TA,460002.47635398386,-1695831.7573057753
TS45,455202.61844134046,-1697624.45465182
T79,455883.3428772876,-1699899.1417919553
T30,87702.47160220181,-1792492.7868802226
TE98,86825.54201242006,-1784246.9539107552
XS40,97842.72565322262,-1794240.5214697428
PEQ,-335475.88053642336,-1503829.9654425187
96XA,-348591.6547196812,-1514110.3613671507
TE99,260552.15782300933,-1435911.6831317996
PYX,-67405.63659144857,-953651.0489855051
4TX3,387336.5698585287,-1249303.481456368
T92,78632.79003490378,-1582060.9165959472
XS08,77012.54829428357,-1566113.9861383066
5XA6,46657.31387379769,-1577996.6999356663
8TE0,-73034.15937998849,-1224843.8842837457
02TA,406293.56135295174,-1794436.9986265677
34TE,283080.7488567556,-1411872.9339266617
19XS,275462.30315573834,-1404935.3618447955
TA26,278308.2891400991,-1404930.3351017043
87XS,71670.54052193314,-1685910.3022477836
XS11,62428.14561202691,-1687581.85461987
XS13,78215.48243754065,-1683041.668759814
F21,-48558.47079081391,-1139239.2384787323
T50,18369.026526351485,-1560311.0606215054
XS15,9629.890702584828,-1578143.2759938808
3E0,-54600.0750010848,-1031245.7586912123
81TA,104523.93967411402,-1711412.7447818345
MDD,-199301.08480944377,-1435973.1163411243
7TX5,-204392.0024301227,-1415895.7953884292
7T7,-197110.0800791148,-1456083.7702009722
7TX7,-192034.17285621955,-1432513.6287392012
03TA,-199340.30458118021,-1440373.3261137104
MAF,-209054.6593990342,-1446122.8030006909
TA11,282041.8867103955,-1395166.3338565358
T56,289839.3836771912,-1380583.902698833
32XS,282292.74710497825,-1386526.584403461
JWY,291374.18339839816,-1386559.7760654232
TA32,181736.97013622255,-1351950.7348762443
12TS,189892.51179562273,-1339793.81875764
TE89,103303.26963479353,-1961997.767381552
7TE7,168226.41088120078,-2059394.2991014544
TS86,432753.13197391137,-1700334.6436898035
6TS4,250021.9867280556,-1528533.940954101
E01,-277351.3117362706,-1483884.7709530531
TX42,385102.5628706901,-1661385.5694001769
4TX0,502158.44277814345,-1663276.588365604
33TA,424388.7265525456,-1615713.8789488554
TE85,419595.5197377675,-1614936.7393080792
XA47,240650.57858266018,-1515178.1434164573
1TA1,81013.45078821549,-1372603.9185177807
57XS,80590.47138518977,-1387677.3309368582
6X0,445790.31280305237,-1419461.8889403825
93TA,453449.554168411,-1312419.0702163498
F53,445163.4470002313,-1295685.2772994658
XS24,282257.29884797975,-1677246.9884916146
2T1,-243932.4092489037,-1196995.781183973
1TE0,-250686.79247373404,-1187435.177903527
TA89,114530.23688749541,-1494256.4793697686
7TE5,127343.83307484866,-1476904.0523946898
37F,38610.40720672205,-1279975.4867960396
71XA,404663.4845820818,-1393344.3420863862
OCH,504203.54745972826,-1473591.9024881027
77TS,186431.63761843764,-1683239.3972424846
TE60,182787.80513540324,-1692515.7865982347
1TX4,402579.1176061594,-1733749.8237361507
61R,601081.023199189,-1543881.542690714
XS09,440351.39081545995,-1592109.2588581278
35XS,210572.92710147428,-1242989.050744601
XS27,543634.7572274453,-1641451.8273847138
TE65,260162.06319677108,-1343277.9967553339
24TS,261883.3542962802,-1346848.7420366835
1TS0,519155.6665699602,-1683572.3234480845
89TS,403668.6476176626,-1480366.9322704875
TS71,288173.6771078136,-1378972.7493054902
OZA,-115754.05491952707,-1581295.6883606256
3F6,-26071.092590389402,-1218175.737766297
1XA5,277050.48732301913,-1643734.6151439007
9TE7,282526.80146023317,-1631385.2213210817
XS35,372252.7555222715,-1794021.293404393
3XS1,363507.0078353293,-1791304.401560529
0XS3,389458.4011481291,-1787408.575021925
PSX,369169.9438970744,-1795438.9753048078
TS43,372836.47071586305,-1796506.1017506146
PSN,408392.2066963073,-1456591.6946125517
11XA,406929.5732234122,-1437853.4627472563
XS88,398315.4292953972,-1227016.1011079072
PRX,423013.56195332453,-1250204.0718366182
65XS,257281.61501942764,-1413714.4316425866
TE16,255726.63828504342,-1410753.5582287598
TX74,257769.20634270666,-1409476.5607913756
XS38,467538.6059604724,-1687690.6659075876
TS88,467467.9867675795,-1684474.346210359
TS44,386569.2810694136,-1671702.7425968
1TS1,389322.6218615103,-1663819.0872947124
XS71,192482.7478358345,-1798885.4985487086
29TE,460378.12751246226,-1699329.6394518272
03TX,457693.8190637389,-1696938.175969568
9TA0,225838.2437968847,-1608859.1837419753
TS54,427811.3923752109,-1318848.7394769578
T24,575797.6501122102,-1506992.4827640506
2TA3,-437547.4569769517,-1461885.768041732
XS43,101775.40094542793,-1699874.8115845853
TA66,111190.22496841641,-1693842.2867459059
XA23,471247.2224454443,-1316082.0474852333
XA27,472021.08879431087,-1314435.5674611796
F98,-264565.9894343868,-1303510.6393232031
PVW,-158653.3558851811,-1201062.8941306837
9TX3,-151060.61607332915,-1201122.458233395
7TA3,-169718.2169229613,-1199418.8282918308
6TS0,-160950.65829145254,-1209755.425549411
6TS9,303053.1226878626,-1323703.8904624742
49TS,298905.88698557223,-1318335.4245534968
35TA,296336.435502287,-1321619.1865965186
1TS4,299622.2208091856,-1318739.0968158462
6TS5,298357.45813078847,-1318221.926853956
TX59,360799.5529545305,-1315678.185165636
XA79,300895.72180262126,-1324779.2630624224
PEZ,145448.17416107797,-1777178.7517001003
TE74,387614.86451006593,-1327677.813969649
74T,256829.96088459707,-1307548.5181052429
XA10,248811.33487509002,-1302389.641325344
3XA7,95585.54298709071,-1564378.573487133
27XA,197917.07348687187,-1331753.3112562238
RAS,289537.1468283825,-1899299.443613111
10XA,329000.32608522865,-1802311.4182433963
PKV,326945.4534392485,-1805324.9006460106
T05,258011.264234863,-2037867.7988828123
XS87,350814.3369215866,-1827332.0403411763
5F1,-125126.09256782809,-1308449.8731746804
2TE7,-106120.73899024128,-1305974.7656444192
44TA,325553.2296762528,-1311496.5196056652
TX09,468885.56553516793,-1355742.282315824
47TA,291096.44326770003,-1298298.8756789423
83TA,322969.624648053,-1447081.0169503314
F01,22213.083765102132,-1190570.523319947
50XS,-57340.91014135624,-1768409.3085336143
T14,366168.92618345807,-1328810.0761136336
XA50,428064.2195221892,-1342951.4053278489
30TE,-129571.11279055453,-1241112.1523013848
5XS0,348002.0950702274,-1269359.9745853392
F23,124487.23593289206,-1391603.3919979087
TA25,132707.4387477447,-1393656.4333346013
49F,-186982.21704921,-1525701.0953546145
09TA,343900.07006192836,-1244307.5017818888
TX47,350884.4874817629,-1245854.6799667915
15TS,309657.07827413525,-1327396.7996393829
XA40,312607.8072826931,-1326241.0504896317
TA99,307023.71267764724,-1328788.1812108844
XS61,95607.13229607503,-1539645.5158600223
TE69,412474.3723535558,-1699853.2720084449
XA15,288551.4443003211,-1500687.912355133
67R,116460.02341617784,-2055765.0748977559
XS64,246120.29593727738,-2072370.841613013
TE47,253908.6400613209,-1415387.060398766
52F,259346.20269440432,-1322204.9518413702
T48,354985.78117954277,-1338654.4290948263
13XS,331907.02510727977,-1337835.2143552671
XS72,498735.3375290657,-1594967.5653042032
76XA,255359.4732253118,-1668989.6293241496
T54,411932.00194958824,-1705735.3198355413
TE88,443965.05107530236,-1722465.8106288617
TA33,426788.10418310587,-1723227.2758941688
91TS,455518.66229746764,-1720698.9262537623
XA16,236195.32447637798,-1273745.9199756072
56F,-38757.543335899085,-1351250.004459264
71TE,157072.59374197273,-1620035.0160979643
XS75,145959.30694350097,-1611585.4825949792
TS91,597388.8068867311,-1675112.84733868
XS31,294442.04502060864,-1248810.6117328948
7TS1,244604.84636580257,-1343230.2398276087
2TX,236437.3667538016,-1558294.104368922
76TE,-484964.8871260608,-1483343.091869609
65TX,-516386.1572886208,-1450977.0684429398
7TA9,-44939.036243848896,-1506525.9265636029
03TS,-41410.858650182585,-1501351.3103738602
5TE6,-44077.98805929327,-1523048.8096852587
94TA,-43855.39048587596,-1519014.3061875047
TS65,-58328.69527629025,-1513097.5262892512
SJT,-47424.35560601258,-1513250.1220670214
TE23,137828.82034870848,-1715698.6802784465
50TS,163145.49401686023,-1721049.299431889
XS81,146673.85875816114,-1725083.9511296412
XS82,148228.57074536,-1725546.701750379
XS83,139555.06143281225,-1716305.0608026993
XS84,151724.41531489047,-1732218.6083922456
XS85,138682.72599709,-1716179.765314393
53TE,127500.26127430804,-1720892.9908921085
24XA,159510.40953104055,-1736525.172258134
SKF,138786.09158694465,-1729917.6770345643
MDA,158583.8175556163,-1724380.3238251898
9TX5,142528.84254425563,-1690122.3577872547
9R7,138687.45260827555,-1701524.736880774
SSF,149626.4387331789,-1734940.3770022606
T87,254889.7336636462,-1289988.5353729094
XA03,254500.51345646178,-1280533.0743395495
1TS3,492898.99831597833,-1704407.3771513358
7TS2,205415.111069914,-1679283.1229659761
36XA,199768.05342754425,-1677053.641025111
81R,122828.45693408896,-1525943.2010625694
37TX,108557.4188059351,-1516668.664846622
XS93,144869.3724579354,-2022838.8928632585
38XS,152853.59602755978,-2012293.9681935622
3TX4,483189.0047327824,-1723618.7524307705
5TA5,477684.9299424454,-1722939.7686624466
XS45,281442.1224591616,-1910122.369247521
XA80,291984.8087612182,-1895415.6806291144
8XS4,593680.5884040346,-1651390.8247771608
4XA6,583716.8698405905,-1649943.5964968484
5XS1,590232.5366214695,-1652543.14618299
90XS,510781.699497696,-1715800.0826518354
0TA9,511659.39609374164,-1714888.467794847
PIL,268477.65194381063,-2080811.27411514
TX57,287178.80090558494,-2090535.5618213397
9R5,263396.3445136429,-1891896.0069640055
TE87,266230.53673273796,-1888600.740008309
9TE4,332058.0108178772,-1814333.0567367142
7TS5,326959.77404700516,-1808443.0038575863
9TX6,-95774.22569806367,-1311976.2447990172
XS47,140352.12549195052,-1772191.899722439
TS85,305918.00833487406,-1236326.1705225226
9TX7,308965.9998337942,-1232749.9665557684
TE68,310257.4732378048,-1243516.336732047
XS91,417032.04693740804,-1422206.3626424682
XS50,168871.97291230396,-1949549.4416214027
XS51,185341.1886949869,-1946927.0048613874
8TX8,181956.09386430212,-1951791.3113959027
XS52,187142.6363571858,-1954521.0141932014
3T9,-384391.92466269823,-1712776.8064356134
PRS,-425094.82330506213,-1692831.3966177232
07TX,332222.6660528921,-1304658.2487031184
XS56,222741.5442636609,-2051061.936184899
92XS,233230.0109321455,-2047468.9381888376
XS58,513600.16802248335,-1642637.1594927837
14TS,139413.28083763047,-1945888.4436616546
RFG,264595.31906856183,-1846831.7618488525
TE46,269056.700032396,-1845515.5906358715
XS59,275972.1209075187,-1848124.9072149321
7TA7,478810.7290607238,-1446102.681334204
TA02,237468.1843273442,-1317012.8632432902
T76,234344.3513673964,-1311971.7563271504
70T,240953.19796689184,-1317844.2656579898
46XA,229786.20867575295,-1324182.925624404
3TE7,238154.1073811554,-1325521.1147643188
TE17,272545.9056843646,-1499895.334035333
XA51,274628.1744876581,-1502116.0290903144
RBO,229836.95261572974,-1904784.957450282
XS66,224455.40491995367,-1902090.2183219108
TE62,230431.59222398794,-1896395.4943153183
RCK,290278.86596198246,-1588501.8316197125
4XA4,275284.65878225415,-1583250.3007915504
RKP,293164.00141638634,-1868982.7789547758
XS67,299429.23595786124,-1884371.240889853
ECU,-16860.133093440323,-1669022.2160223692
3TA0,-39213.637768047265,-1652398.8298958377
8TX2,-19563.82790531493,-1665529.9931193895
XS69,1.780704130870961,-1672962.8455171352
F46,334434.69635948166,-1332621.6157981534
XA11,327645.90225865133,-1334376.25607816
68TS,348519.2769579493,-1338162.730322694
33XA,346670.1296026393,-1340254.0773742876
3TE4,-452711.768611547,-1650039.6082663552
83TE,49463.837180550356,-1718492.7557956087
51XS,587447.9476814021,-1676578.9069041193
3XA9,596839.6436156667,-1672934.4550989773
2TA7,597347.1255387969,-1673202.5163978941
TS48,597737.4200582154,-1673706.3718564608
39TX,132937.85066660566,-1723350.9545322142
1T7,153218.98425655227,-1682550.258869735
2XA6,154668.48019789832,-1724088.1780768638
TX69,142373.5185805872,-1733394.0809807917
